"",id,name,ingredients,alcoholic,category,glassType,instructions,drinkThumbnail,ingredientMeasures,text
187,187,Japanese Fizz,"['Blended whiskey', 'Lemon', 'Powdered sugar', 'Port', 'Egg white', 'Carbonated water']",Alcoholic,Ordinary Drink,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,"['1 1/2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 tblsp', '1 ', None]","question Generate a cocktail with Blended whiskey Lemon Powdered sugar Port Egg white Carbonated water answer Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
188,188,Jamaican Coffee,"['Rum', 'Coffee', 'Water', 'Whipped cream']",Alcoholic,Coffee / Tea,Champagne flute,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.",https://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,"['1/6 glass ', '1/6 glass strong black ', '1/2 glass cold ', None]","question Generate a cocktail with Rum Coffee Water Whipped cream answer Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw."
189,189,Just a Moonmint,"['Milk', 'Chocolate syrup', 'Mint syrup']",Non alcoholic,Shake,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,"['2 cups ', None, None]","question Generate a cocktail with Milk Chocolate syrup Mint syrup answer Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
190,190,Jewel Of The Nile,"['Gin', 'Green Chartreuse', 'Yellow Chartreuse']",Alcoholic,Ordinary Drink,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,"['1 1/2 oz ', '1/2 oz ', '1/2 oz ']","question Generate a cocktail with Gin Green Chartreuse Yellow Chartreuse answer In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
191,191,Jack Rose Cocktail,"['Apple brandy', 'Grenadine', 'Lime']",Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,"['1 1/2 oz ', '1 tsp ', 'Juice of 1/2 ']","question Generate a cocktail with Apple brandy Grenadine Lime answer Shake all ingredients with ice, strain into a cocktail glass, and serve."
192,192,Jack's Vanilla Coke,"['Ice', 'Tennessee whiskey', 'Vanilla extract', 'Coca-Cola']",Alcoholic,Other / Unknown,Old-fashioned glass,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",https://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,"['4-5 ', '2 oz ', '1 tsp ', '10-12 oz ']","question Generate a cocktail with Ice Tennessee whiskey Vanilla extract Coca-Cola answer After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom."
193,193,Kir,"['Creme de Cassis', 'Champagne']",Alcoholic,Ordinary Drink,Wine Glass,"Add the crème de cassis to the bottom of the glass, then top up with wine.",https://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,"['1 part ', '5 parts ']","question Generate a cocktail with Creme de Cassis Champagne answer Add the crème de cassis to the bottom of the glass, then top up with wine."
194,194,Karsk,"['Coffee', 'Grain alcohol']",Alcoholic,Ordinary Drink,Highball glass,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",https://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,"['1 part ', '2 parts ']","question Generate a cocktail with Coffee Grain alcohol answer Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality."
195,195,Kamikaze,"['Vodka', 'Triple sec', 'Lime juice']",Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/d7ff7u1606855412.jpg,"['1 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Vodka Triple sec Lime juice answer Shake all ingredients together with ice. Strain into glass, garnish and serve."
196,196,Kir Royale,"['Creme de Cassis', 'Champagne']",Alcoholic,Ordinary Drink,Champagne Flute,"Pour Creme de cassis in glass, gently pour champagne on top",https://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,"['1 part ', '5 parts ']","question Generate a cocktail with Creme de Cassis Champagne answer Pour Creme de cassis in glass, gently pour champagne on top"
197,197,Kiwi Lemon,"['Kiwi liqueur', 'Bitter lemon', 'Ice']",Alcoholic,Ordinary Drink,Highball glass,Mix in highball glass. Stirr. Garnish with slice of kiwi.,https://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,"['1 part ', '2 parts ', 'cubes']",question Generate a cocktail with Kiwi liqueur Bitter lemon Ice answer Mix in highball glass. Stirr. Garnish with slice of kiwi.
198,198,Kurant Tea,"['Absolut Kurant', 'Tea', 'Sugar']",Alcoholic,Coffee / Tea,Champagne flute,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",https://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,"['4 cl ', 'Turkish apple ', ' (if needed)\n']","question Generate a cocktail with Absolut Kurant Tea Sugar answer Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!"
199,199,Kioki Coffee,"['Kahlua', 'Brandy', 'Coffee']",Alcoholic,Coffee / Tea,Coffee mug,Stir. Add whipped cream to the top.,https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,"['1 oz ', '1/2 oz ', None]",question Generate a cocktail with Kahlua Brandy Coffee answer Stir. Add whipped cream to the top.
200,200,Kiwi Martini,"['Kiwi', 'Sugar Syrup', 'Vodka', 'Kiwi']",Alcoholic,Cocktail,Cocktail glass,"The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka.",https://www.thecocktaildb.com/images/media/drink/bmxmyq1630407098.jpg,"['1/2', '1 tsp', '1 1/2 oz', 'Garnish with']","question Generate a cocktail with Kiwi Sugar Syrup Vodka Kiwi answer The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka."
201,201,Kiss me Quick,"['Cranberry vodka', 'Apfelkorn', 'Schweppes Russchian', 'Apple juice', 'Ice']",Alcoholic,Ordinary Drink,Highball glass,mix in the glass,https://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,"['4 cl ', '2 cl ', '7 cl ', '8 cl ', 'cubes']",question Generate a cocktail with Cranberry vodka Apfelkorn Schweppes Russchian Apple juice Ice answer mix in the glass
202,202,Kool-Aid Shot,"['Vodka', 'Amaretto', 'Sloe gin', 'Triple sec', 'Cranberry juice']",Alcoholic,Shot,Old-fashioned glass,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,https://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,"['1 shot ', '1 shot ', '1 shot ', '1 shot ', None]",question Generate a cocktail with Vodka Amaretto Sloe gin Triple sec Cranberry juice answer Pour into a large glass with ice and stir. Add a little cranberry juice to taste.
203,203,Kool First Aid,"['151 proof rum', 'Kool-Aid']",Alcoholic,Shot,Shot glass,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,"['2 oz light ', '1/2 tsp Tropical ']","question Generate a cocktail with 151 proof rum Kool-Aid answer Add Kool Aid to a double shot glass, and top with rum. Slam and shoot."
204,204,Kentucky B And B,"['Bourbon', 'Benedictine']",Alcoholic,Ordinary Drink,Brandy snifter,Pour the bourbon and Benedictine into a brandy snifter.,https://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,"['2 oz ', '1/2 oz ']",question Generate a cocktail with Bourbon Benedictine answer Pour the bourbon and Benedictine into a brandy snifter.
205,205,Kentucky Colonel,"['Bourbon', 'Benedictine', 'Lemon peel']",Alcoholic,Ordinary Drink,Cocktail glass,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,https://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,"['3 oz ', '1/2 oz ', '1 twist of ']",question Generate a cocktail with Bourbon Benedictine Lemon peel answer In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.
206,206,Kool-Aid Slammer,"['Kool-Aid', 'Vodka']",Alcoholic,Shot,Shot glass,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,"['1/2 oz Grape ', '1/2 oz ']","question Generate a cocktail with Kool-Aid Vodka answer Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid."
207,207,Kiwi Papaya Smoothie,"['Kiwi', 'Papaya']",Non alcoholic,Other / Unknown,Highball Glass,Throw everything into a blender and liquify.,https://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,"['3 ', '1/2 ']",question Generate a cocktail with Kiwi Papaya answer Throw everything into a blender and liquify.
208,208,Kill the cold Smoothie,"['Ginger', 'Lemon', 'Water']",Non alcoholic,Other / Unknown,Highball glass,Juice ginger and lemon and add it to hot water. You may add cardomom.,https://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,"['1 inch ', '1/4 ', '1 cup hot ']",question Generate a cocktail with Ginger Lemon Water answer Juice ginger and lemon and add it to hot water. You may add cardomom.
209,209,Limeade,"['Lime', 'Sugar', 'Soda water', 'Lime peel']",Non alcoholic,Other / Unknown,Highball glass,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",https://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,"['Juice of 1 ', '1 tblsp ', ' (seltzer water)\n', None]","question Generate a cocktail with Lime Sugar Soda water Lime peel answer In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out."
210,210,Lunch Box,"['Beer', 'Amaretto', 'Orange juice']",Alcoholic,Beer,Pint glass,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,https://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,"['3/4 bottle ', '1 shot ', '1 oz ']",question Generate a cocktail with Beer Amaretto Orange juice answer Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.
211,211,Lemon Drop,"['Vodka', 'Cointreau', 'Lemon']",Alcoholic,Cocktail,Cocktail glass,Shake and strain into a chilled cocktail glass rimmed with sugar.,https://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,"['1 1/2 shot ', '1 1/2 shot ', 'Juice of 1 wedge ']",question Generate a cocktail with Vodka Cointreau Lemon answer Shake and strain into a chilled cocktail glass rimmed with sugar.
212,212,Lemon Shot,"['Galliano', 'Absolut Citron', 'Lemon', 'Sugar', '151 proof rum']",Alcoholic,Shot,Shot glass,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,"['1/2 oz ', '1/2 oz ', ' wedge\n', 'Bacardi ', None]","question Generate a cocktail with Galliano Absolut Citron Lemon Sugar 151 proof rum answer Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade."
213,213,Long vodka,"['Vodka', 'Lime', 'Angostura bitters', 'Tonic water', 'Ice']",Alcoholic,Ordinary Drink,Highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,"['5 cl ', '1/2 ', '4 dashes ', '1 dl Schweppes ', '4 ']","question Generate a cocktail with Vodka Lime Angostura bitters Tonic water Ice answer Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka"
214,214,Lassi Khara,"['Yoghurt', 'Water', 'Salt', 'Asafoetida']",Non alcoholic,Other / Unknown,Highball Glass,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,"['1 cup ', '2 cups cold ', '1 tsp ', '1 pinch ']",question Generate a cocktail with Yoghurt Water Salt Asafoetida answer Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.
215,215,Lassi Raita,"['Yoghurt', 'Ice', 'Sugar', 'Lime', 'Salt']",Non alcoholic,Other / Unknown,Highball Glass,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,"['2 cups ', '4-6 ', None, None, None]","question Generate a cocktail with Yoghurt Ice Sugar Lime Salt answer Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead."
216,216,Lemouroudji,"['Ginger', 'Water', 'Lemon', 'Sugar', 'Cayenne pepper']",Non alcoholic,Other / Unknown,Highball Glass,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",https://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,"['2 pieces ', '1 gal ', '1 lb ', '1 cup ', 'ground ']","question Generate a cocktail with Ginger Water Lemon Sugar Cayenne pepper answer Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve."
217,217,Loch Lomond,"['Scotch', 'Drambuie', 'Dry Vermouth', 'Lemon peel']",Alcoholic,Ordinary Drink,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,"['2 oz ', '1/2 oz ', '1/2 oz ', '1 twist of ']","question Generate a cocktail with Scotch Drambuie Dry Vermouth Lemon peel answer In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist."
218,218,London Town,"['Gin', 'Maraschino liqueur', 'Orange bitters']",Alcoholic,Ordinary Drink,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,"['1 1/2 oz ', '1/2 oz ', '2 dashes ']","question Generate a cocktail with Gin Maraschino liqueur Orange bitters answer In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
219,219,Lassi - Mango,"['Mango', 'Yoghurt', 'Sugar', 'Water']",Non alcoholic,Other / Unknown,Highball glass,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,"['2 ', '2 cups ', '1/2 cup ', '1 cup iced ']",question Generate a cocktail with Mango Yoghurt Sugar Water answer Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.
220,220,Lassi - Sweet,"['Yoghurt', 'Water', 'Sugar', 'Salt', 'Lemon juice']",Non alcoholic,Other / Unknown,Highball glass,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,"['1 cup ', '2 cups cold ', '4 tblsp ', 'pinch ', '2 tblsp ']",question Generate a cocktail with Yoghurt Water Sugar Salt Lemon juice answer Put all ingredients into a blender and blend until nice and frothy. Serve chilled.
221,221,Limona Corona,"['Corona', 'Bacardi Limon']",Alcoholic,Beer,Beer Glass,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",https://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,"['1 bottle ', '1 oz ']","question Generate a cocktail with Corona Bacardi Limon answer Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink."
222,222,Lord And Lady,"['Dark rum', 'Tia maria']",Alcoholic,Ordinary Drink,Old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,"['1 1/2 oz ', '1/2 oz ']",question Generate a cocktail with Dark rum Tia maria answer Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.
223,223,Lady Love Fizz,"['Gin', 'Light cream', 'Powdered sugar', 'Lemon', 'Egg white', 'Carbonated water']",Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,"['2 oz ', '2 tsp ', '1 tsp ', 'Juice of 1/2', '1 ', None]","question Generate a cocktail with Gin Light cream Powdered sugar Lemon Egg white Carbonated water answer Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve."
224,224,Long Island Tea,"['Vodka', 'Light rum', 'Gin', 'Tequila', 'Lemon', 'Coca-Cola']",Alcoholic,Ordinary Drink,Highball glass,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,https://www.thecocktaildb.com/images/media/drink/nkwr4c1606770558.jpg,"['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz ', 'Juice of 1/2 ', '1 splash ']",question Generate a cocktail with Vodka Light rum Gin Tequila Lemon Coca-Cola answer Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.
225,225,Lone Tree Cooler,"['Carbonated water', 'Gin', 'Dry Vermouth', 'Powdered sugar', 'Orange spiral', 'Lemon peel']",Alcoholic,Ordinary Drink,Collins glass,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,"[None, None, None, None, None, None]","question Generate a cocktail with Carbonated water Gin Dry Vermouth Powdered sugar Orange spiral Lemon peel answer Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass."
226,226,Lone Tree Cocktail,"['Sweet Vermouth', 'Gin']",Alcoholic,Ordinary Drink,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,"['3/4 oz ', '1 1/2 oz ']","question Generate a cocktail with Sweet Vermouth Gin answer Stir ingredients with ice, strain into a cocktail glass, and serve."
227,227,Lazy Coconut Paloma,"['Coconut Liqueur', 'Grapefruit Juice', 'Soda Water']",Alcoholic,Cocktail,Highball glass,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg,"['30 ml', '75 ml', 'Top']",question Generate a cocktail with Coconut Liqueur Grapefruit Juice Soda Water answer Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.
228,228,Long Island Iced Tea,"['Vodka', 'Tequila', 'Light rum', 'Gin', 'Coca-Cola', 'Lemon peel']",Alcoholic,Ordinary Drink,Highball glass,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,https://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,"['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '1 dash ', 'Twist of ']",question Generate a cocktail with Vodka Tequila Light rum Gin Coca-Cola Lemon peel answer Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.
229,229,Lemon Elderflower Spritzer,"['Elderflower cordial', 'Vodka', 'Soda Water', 'Fresh Lemon Juice']",Alcoholic,Cocktail,Highball glass,"Pour all ingredients over ice, stir and enjoy!
",https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg,"['2 tsp', '1 shot', '1/3 cup', 'Top']","question Generate a cocktail with Elderflower cordial Vodka Soda Water Fresh Lemon Juice answer Pour all ingredients over ice, stir and enjoy!
"
230,230,Lassi - A South Indian Drink,"['Yoghurt', 'Water', 'Cumin seed', 'Salt', 'Mint']",Non alcoholic,Other / Unknown,Highball Glass,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",https://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,"['1/2 cup plain ', '1 1/4 cup cold ', '1/2 tsp ground roasted ', '1/4 tsp ', '1/4 tsp dried ']","question Generate a cocktail with Yoghurt Water Cumin seed Salt Mint answer Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold."
231,231,Melya,"['Espresso', 'Honey', 'Cocoa powder']",Non alcoholic,Coffee / Tea,Coffee mug,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,"[None, 'Unsweetened ', None]","question Generate a cocktail with Espresso Honey Cocoa powder answer Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream."
232,232,Mojito,"['Light rum', 'Lime', 'Sugar', 'Mint', 'Soda water']",Alcoholic,Cocktail,Highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/metwgh1606770327.jpg,"['2-3 oz ', 'Juice of 1 ', '2 tsp ', '2-4 ', None]",question Generate a cocktail with Light rum Lime Sugar Mint Soda water answer Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.
233,233,Mimosa,"['Champagne', 'Orange juice']",Alcoholic,Ordinary Drink,Champagne flute,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",https://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,"['Chilled ', '2 oz ']","question Generate a cocktail with Champagne Orange juice answer Ensure both ingredients are well chilled, then mix into the glass. Serve cold."
234,234,Mai Tai,"['Light rum', 'Orgeat syrup', 'Triple sec', 'Sweet and sour', 'Cherry']",Alcoholic,Ordinary Drink,Collins glass,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,"['1 oz ', '1/2 oz ', '1/2 oz ', '1 1/2 oz ', '1 ']",question Generate a cocktail with Light rum Orgeat syrup Triple sec Sweet and sour Cherry answer Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.
235,235,Martini,"['Gin', 'Dry Vermouth', 'Olive']",Alcoholic,Cocktail,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,"['1 2/3 oz ', '1/3 oz ', '1 ']","question Generate a cocktail with Gin Dry Vermouth Olive answer Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive."
236,236,Michelada,"['Beer', 'Tomato Juice', 'Lime Juice', 'Hot Sauce', 'Worcestershire Sauce', 'Soy Sauce']",Alcoholic,Cocktail,Pint glass,"Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
",https://www.thecocktaildb.com/images/media/drink/u736bd1605907086.jpg,"['4 oz', '4 oz', '1 tblsp', 'Dash', 'Dash', 'Dash']","question Generate a cocktail with Beer Tomato Juice Lime Juice Hot Sauce Worcestershire Sauce Soy Sauce answer Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
"
